Liquidity_Locked_Pct,Owner_Can_Mint,Owner_Can_Pause,Ownership_Renounced,Contract_Verified,TopHolder_Pct,Number_of_Holders,Buy_Tax,Sell_Tax,LP_Burned,Token_Age_Days,Liquidity_USD,Daily_Volume_USD,Market_Cap_USD,RugPull
57,0,0,1,1,89,24640,19,1,0,865,4321077,416893,3231258,0
50,1,0,1,1,16,11594,17,20,1,311,3525105,2596994,42063704,0
83,0,0,1,1,75,17510,19,19,0,535,4913212,2119834,22468541,0
1,0,0,0,1,58,4213,1,22,1,869,1665609,1717603,43289942,0
40,1,0,1,1,62,23388,12,25,1,696,4345879,1757274,20907459,0
82,0,0,0,1,67,3431,11,23,1,154,1652388,1221027,19132622,0
100,0,0,1,1,19,6562,3,0,1,628,4611763,1023150,184105,0
81,0,0,1,1,41,2803,3,0,0,587,70004,1279979,11021354,0
15,0,0,0,1,60,13955,12,7,1,433,2725046,1734595,40280816,0
3,1,0,1,1,77,12884,26,10,1,589,4567370,1248987,25194550,1
11,0,0,1,0,84,5337,2,11,1,564,1344557,1975426,30271636,0
28,0,0,0,1,35,21339,20,29,0,987,2118604,2841398,45575412,0
6,0,0,0,1,19,20978,24,3,0,450,1179099,2801905,34764248,0
13,1,0,0,0,6,4178,16,23,0,701,661839,884892,44549094,1
11,0,0,0,1,17,11364,6,6,1,272,3688309,573755,34993459,0
98,0,0,1,1,9,2877,25,24,0,861,347864,1845169,7203088,0
4,0,0,1,0,52,16841,12,12,0,660,124862,2252659,31504919,0
80,0,1,0,1,37,23343,14,6,1,608,1101529,2556994,40932880,0
31,0,0,0,0,36,24373,13,29,0,983,1577672,2124053,30144089,1
73,0,0,1,1,57,24416,15,3,1,252,3224689,1225926,5481494,0
42,0,0,1,1,25,7412,16,11,0,73,4732430,288756,28068533,0
80,0,0,1,1,70,13127,25,20,1,992,3784185,680202,9480266,0
68,0,1,1,1,65,24287,30,22,1,644,3301729,1904187,30015051,0
44,0,0,1,1,58,3297,15,17,0,306,2577201,2896653,11540502,0
8,0,0,0,1,79,16559,27,12,0,810,2803757,1148634,23717004,1
48,1,0,1,1,45,16827,30,18,0,623,4707274,1344573,12533783,0
32,0,0,1,0,91,15430,15,2,0,496,3274160,1686056,2221873,0
99,0,0,1,1,42,18213,27,13,0,650,1960106,1194019,19629495,0
99,0,0,1,0,37,4175,0,15,1,900,2970646,1513452,31093305,0
17,1,1,1,1,12,2242,13,24,1,56,4464049,2059603,5973515,0
8,0,1,1,1,40,14472,1,1,1,203,2191186,1537699,47379333,0
61,0,0,1,1,37,149,25,19,1,834,2005760,1611403,12311023,0
56,0,0,1,1,33,19728,21,29,0,220,1603929,47165,25726127,0
28,0,0,1,1,99,4261,26,23,1,702,885725,607036,10298109,0
77,1,0,1,1,61,10580,29,0,0,140,3937743,422895,37705428,1
24,0,0,0,1,98,7965,8,24,1,552,3805122,1387647,31514986,0
14,0,0,0,1,76,4426,18,13,1,981,4069971,1937695,26228857,1
5,1,0,0,1,65,14233,4,21,1,813,420038,134143,30852550,1
41,0,1,1,1,94,22675,23,27,1,994,2673225,864763,38456731,0
28,1,0,1,1,91,8092,9,3,0,760,1067955,127945,5104144,0
78,0,0,1,1,59,8403,5,4,0,738,1871126,2521830,4699492,0
92,0,0,0,0,56,20579,2,6,0,548,3723724,1843765,47169418,0
3,1,0,1,1,47,13291,1,10,0,434,3081244,1724349,36333206,0
81,0,0,0,0,30,21962,28,11,0,822,4774820,1088230,28353177,1
56,1,0,1,0,6,12883,18,7,0,963,531640,515973,7568608,1
48,0,1,1,1,59,17863,5,20,1,551,460990,1358848,6306829,0
43,0,0,1,0,94,4906,20,6,1,390,126499,890827,49088436,0
79,0,0,0,1,22,17379,23,2,1,321,946604,2155839,22187199,0
74,0,0,1,0,95,3563,9,1,0,489,1054283,714235,3071696,0
13,0,0,1,1,54,4758,17,17,1,524,4256577,1461687,4951737,0
2,0,1,0,1,85,14703,13,9,1,999,4799076,2845076,33912742,0
61,1,0,1,1,49,8039,27,27,1,254,2669014,2301107,8026368,0
63,0,0,1,0,19,19443,1,18,0,513,2633918,109938,24502344,0
44,0,0,1,1,11,1899,3,21,1,84,270228,566384,10472427,0
81,0,0,1,1,85,1838,28,14,1,164,1790891,1274867,42872825,0
57,0,0,1,1,87,15388,14,26,1,678,363745,2310272,34221602,0
19,0,0,0,1,31,15179,24,25,1,432,3413213,2006812,34467119,0
57,0,0,1,1,44,7207,20,16,0,943,3489135,2533263,40805535,0
88,1,1,0,1,21,23775,22,18,1,771,133379,2847218,24241283,1
56,1,0,1,1,36,13737,22,2,1,509,850323,72302,33119154,0
76,0,0,1,1,20,22705,5,12,0,690,2139037,1206399,4839931,0
67,0,0,0,1,67,21144,27,1,1,947,4189941,594868,41620597,0
77,0,0,1,1,98,10605,5,14,0,173,350096,1745828,16076361,0
96,0,0,0,0,82,13685,8,16,0,148,1177005,1397085,37130240,1
91,0,0,0,1,64,1369,19,28,0,750,4173006,2510671,15533536,1
51,0,1,1,0,86,94,17,0,1,686,1975503,986551,28406975,1
36,0,0,1,0,90,19569,22,13,0,328,1684166,2961566,4794559,0
7,0,0,1,1,56,1151,30,0,1,139,462955,396757,1940102,0
43,1,0,0,0,84,17455,21,23,1,876,2799033,1859223,42944806,1
97,0,0,1,1,53,12780,3,21,1,440,3038474,2855622,45608361,0
4,0,0,1,1,53,23018,0,24,0,897,3954010,1131889,40340087,0
68,0,0,1,1,84,4241,3,27,1,542,1427147,1918086,31787903,0
30,1,0,1,1,30,24661,21,10,0,60,120248,1376870,28289545,0
44,1,0,1,0,55,6448,26,2,1,937,4791625,5923,42480321,0
8,0,0,1,1,47,16709,2,12,1,180,2685819,2153410,11281574,0
31,0,1,0,1,74,3649,12,22,1,974,4517937,2696788,9750469,1
32,1,0,1,1,75,15363,14,21,1,20,895324,2981002,44305735,0
66,0,0,1,1,13,8219,28,8,1,110,3744525,1366339,29032636,0
29,1,0,1,1,48,20921,0,14,0,286,2558743,1749697,24262742,0
75,1,0,0,1,68,158,27,8,1,301,257244,2330304,2625819,1
28,0,0,1,1,94,4545,15,26,1,204,2137671,2051188,1550854,0
2,0,0,1,1,6,20708,1,29,1,268,44381,1371384,47287968,0
89,0,0,1,1,40,12181,5,24,0,372,3685689,289779,14700380,0
56,0,0,1,1,7,6159,0,6,1,807,3343624,2331484,34826357,0
29,1,0,1,1,58,20075,21,24,0,66,2390562,1955221,43607999,0
8,1,0,1,0,25,23376,30,6,0,215,4636150,810125,37190102,1
25,0,0,1,1,71,9220,16,24,0,890,2683283,1971386,15833409,0
1,0,0,1,1,13,19336,16,1,0,971,3802879,2540352,41191183,0
61,0,0,0,1,16,11334,21,1,1,688,2061319,116383,11316170,0
2,0,1,1,1,76,6015,28,22,1,269,4632143,1281890,38938038,1
45,0,0,0,1,41,10317,0,25,0,830,1928153,435872,49605334,0
67,0,0,1,1,89,21954,15,21,0,530,3911763,1122601,24671466,0
24,0,0,0,1,41,12550,27,21,1,147,2471522,319076,46379552,0
50,0,0,1,1,71,17277,8,20,1,155,2597201,1115180,3669553,0
12,1,0,1,1,60,19065,1,0,1,907,4158023,2512830,35548285,0
43,0,0,0,1,89,21580,24,22,1,501,446180,1882336,8320408,0
34,1,0,1,1,67,22340,20,17,1,30,2296854,1102210,42687030,1
54,0,1,1,1,30,12257,4,15,1,641,534954,2402366,24327250,0
86,0,0,0,1,92,2572,25,23,0,461,1491951,1133529,46662566,1
8,1,0,0,1,50,18295,7,9,1,443,1089672,316785,11511041,0
1,0,1,1,1,57,11255,0,30,0,136,3546426,2887227,27402131,0
60,0,0,1,1,64,10864,8,22,1,575,2151380,282534,21481160,0
40,0,0,1,1,36,24740,13,15,1,662,892655,1536860,49384828,0
43,0,0,0,1,95,24074,16,27,0,148,4627043,1767307,31567263,1
63,0,0,1,1,66,21848,4,12,1,846,1024001,2353004,18597772,0
30,1,0,0,1,51,11095,7,1,1,654,2585466,373208,36923364,0
46,0,0,1,1,65,397,16,1,1,848,2077011,778640,19429416,0
1,0,0,1,1,98,16397,20,9,0,147,4765090,260942,17597584,1
95,1,0,1,1,8,9186,28,23,1,807,3806026,2734841,30967293,0
81,0,0,1,1,6,2437,11,27,0,892,2257390,2676738,42469615,0
76,0,0,1,1,27,12330,18,11,0,605,3365803,2269845,4769533,0
68,0,0,1,1,59,17428,7,4,1,294,1137901,434978,10094499,0
57,0,0,1,1,45,17109,28,7,1,457,2327625,2432286,28499866,0
43,0,0,1,1,72,24280,18,16,1,306,79328,894518,27176819,0
73,0,0,1,1,41,1542,11,8,0,390,4742362,670723,17537583,0
55,0,0,1,1,15,6338,7,23,1,26,1201143,1868931,30825654,0
42,0,0,0,0,40,9379,10,21,0,689,3261323,2632939,38685628,0
88,0,0,1,1,19,13153,10,14,1,100,4376053,1624070,36354657,0
33,0,0,1,1,71,1912,30,12,1,532,1115502,2760626,43116217,0
100,0,0,0,1,34,17315,14,13,1,361,1856297,960575,21677671,0
29,0,1,1,0,61,703,1,7,0,665,3796230,515156,18592143,0
70,0,0,0,1,66,14857,25,16,1,648,2413060,1833885,35758447,0
69,1,0,1,1,91,8868,29,10,0,623,480674,740985,40124804,0
54,0,0,1,1,37,17645,2,7,1,104,2732856,1365918,44816990,0
66,0,0,1,1,69,16495,28,13,0,411,3892663,2239118,42933566,0
12,0,1,1,1,5,22207,0,0,0,640,1538734,1900134,33235727,0
2,0,1,1,1,7,12555,0,11,1,21,3418329,1815843,32933884,0
25,0,0,1,1,13,16352,3,19,1,203,335414,2930860,45073637,0
56,1,0,0,0,36,1810,20,9,1,467,3081603,1899113,37207537,1
23,1,0,1,1,81,81,29,11,1,909,963363,1374028,12441657,0
52,1,0,1,1,49,24060,18,18,1,687,2727397,2001327,20507254,0
69,1,0,1,1,99,14705,17,26,1,901,3882708,2108869,37874553,1
42,1,0,0,1,61,17277,0,14,1,90,4922477,1280062,22922390,0
59,0,0,1,1,25,3059,18,2,0,71,1810690,1474445,39157904,0
57,0,0,1,1,27,3913,0,25,1,653,2726556,869691,15847320,0
48,1,0,0,1,81,7418,25,8,0,752,1439797,1989199,28522537,1
41,0,0,0,1,30,24350,9,7,0,600,886736,2176289,17146846,0
75,0,0,1,1,93,17827,21,30,0,368,598008,2378312,30347772,0
99,0,0,0,1,76,24216,12,9,1,152,1368361,1186302,4881992,0
65,0,0,1,1,34,21940,26,27,1,738,941749,1663448,29657637,0
10,0,0,0,1,73,22242,18,7,1,39,1663228,2668799,38003558,1
97,0,0,1,0,28,9904,27,15,0,708,3782979,250927,12822546,0
89,0,0,0,1,78,5657,19,10,1,84,4892070,2827722,716029,0
17,1,0,0,0,87,6700,7,22,0,205,4563467,2267097,21973575,1
84,0,0,1,0,68,14112,25,23,1,569,1666704,2241001,35161602,0
99,1,0,1,1,39,3221,30,23,0,823,4367508,1122175,12221323,0
51,0,0,1,0,26,8129,4,25,1,316,1017756,888740,8936805,0
45,0,0,1,1,43,24313,10,21,0,821,2331559,2260403,14969805,0
43,0,0,1,1,59,16701,20,7,1,990,4306813,1413449,39675831,0
21,0,0,0,1,11,13084,7,17,1,869,1303636,495124,17713373,0
52,0,0,1,1,66,10091,25,6,0,151,2842457,631783,92412,0
58,1,0,1,1,43,10183,25,2,1,684,4729027,2622657,28226207,0
93,1,1,1,1,24,4497,27,7,0,958,808967,167639,339057,1
29,1,0,1,1,60,13948,13,4,1,77,4853114,874804,48047495,0
7,0,1,1,0,70,16480,11,26,0,880,4019971,2991611,48341268,1
97,0,0,1,1,19,21892,10,4,0,422,4288704,83502,37695057,0
56,0,0,0,1,78,23604,12,18,0,314,1090345,2692426,7848346,1
72,0,0,0,0,25,875,9,16,1,887,4102844,1864259,17663874,0
19,0,1,0,1,83,11950,19,28,1,877,1591981,800556,39954296,1
24,0,0,0,0,38,8354,28,28,0,910,2790344,1624558,47718922,1
18,0,0,1,0,39,23009,7,13,1,164,680405,105779,11392267,0
4,0,0,0,0,9,19105,9,17,0,953,44829,97773,325436,1
74,0,0,1,1,60,627,20,28,1,568,4001578,858610,24214264,0
78,0,1,1,1,87,10539,5,27,0,169,1974823,881568,34925904,0
71,0,0,1,1,11,9720,0,1,1,389,4895231,607042,15884633,0
82,0,0,1,1,57,3931,8,22,1,587,4184620,1126390,334997,0
86,0,0,1,1,48,14229,3,17,1,512,3778875,788512,39158610,0
26,0,1,1,1,62,947,0,29,1,144,1822664,1790887,25744098,0
39,0,0,1,1,46,13168,22,30,0,332,3763841,1495606,31809118,0
95,0,0,1,1,22,1624,9,6,1,785,2292667,2574126,28492043,0
25,1,1,0,1,10,21624,19,16,0,159,484870,198689,29898086,1
26,0,0,1,1,8,7445,20,17,1,200,953066,2392871,44736064,0
61,0,0,0,1,73,18918,26,15,0,908,2724568,992181,35287319,0
82,0,0,1,1,18,20125,6,22,0,904,23007,2640050,21696616,0
49,1,0,1,1,45,15704,22,6,1,269,1813534,542810,18719493,0
41,0,0,1,1,51,22924,24,17,1,887,2169714,1144612,6940391,0
28,1,0,0,1,57,3417,24,11,0,151,512406,670169,49824373,0
38,0,0,1,1,25,12102,6,25,1,261,1436174,2552310,46037827,0
59,0,0,1,1,17,14812,27,28,1,968,535634,388037,24855437,0
40,1,1,1,1,70,3664,25,15,1,259,3663208,1785118,29154704,0
32,0,0,1,1,19,1274,24,13,0,639,3325280,1904053,7445110,0
82,0,0,1,1,84,20717,4,6,0,453,3393018,2695731,41638893,0
100,0,0,0,1,49,18079,1,29,1,810,1872546,2031668,41930737,0
82,0,0,1,1,88,20562,8,24,1,298,505153,913526,13869959,0
96,0,0,1,1,69,12293,5,7,1,281,4526992,2926423,36729803,0
15,0,0,1,0,50,17946,21,13,0,608,1205180,2574586,14588858,0
22,0,0,1,1,7,11531,8,21,1,592,4427453,2322855,5246072,0
6,1,0,0,1,21,13312,14,19,0,75,4985045,2360370,17643376,1
25,0,0,0,1,21,4328,12,13,1,664,4212722,2013329,7693755,0
95,0,0,1,1,88,5655,14,26,0,617,2297517,854972,31793837,0
11,0,0,1,1,24,16878,0,2,0,600,3097159,1844497,18122780,0
71,1,0,0,1,8,22198,14,7,1,126,3753352,1079356,37851309,0
4,0,0,1,1,79,10440,17,18,1,438,595270,1008111,47385609,1
91,0,1,1,1,19,6419,10,11,1,423,2672247,1482972,1397283,0
68,1,0,0,1,61,12854,2,10,1,316,459659,779641,13696949,0
48,1,0,1,1,49,6369,0,20,1,381,4025848,795812,3221636,0
25,0,0,1,0,31,10395,3,10,0,46,3465876,429952,5211731,0
4,0,0,1,1,92,14868,1,2,1,445,2929867,1486393,22035333,0
21,0,0,0,1,24,6907,15,8,1,430,2041748,676681,10387238,0
78,0,0,1,1,83,7359,18,10,1,918,2029016,2321116,48570344,0
12,1,0,1,1,10,15861,15,22,1,338,3863446,2647504,24479886,0
27,1,0,0,1,22,5258,11,18,1,465,3806810,1142641,34216858,0
32,0,0,0,1,90,2622,7,9,0,577,4627973,2906547,26573112,0
22,0,0,1,1,53,5993,26,28,1,652,4743936,1703017,49659889,0
96,0,0,1,1,89,20185,3,22,0,87,2490185,2832575,32866632,0
17,1,0,1,1,28,13354,15,15,1,776,2330748,1056297,49581357,0
29,0,0,1,1,85,8284,8,3,1,353,2687658,2526949,39474043,0
25,0,0,1,1,15,3106,21,0,1,268,3115244,497152,4803551,0
15,0,1,0,1,22,23994,14,3,1,593,2736276,115624,42617967,0
76,0,0,1,0,39,5203,11,26,0,222,1330985,580678,38149375,0
38,0,1,1,1,59,5773,16,25,1,359,2558329,261379,7361651,0
32,1,0,1,1,99,2487,21,26,1,235,4467122,431774,45640033,0
25,1,0,1,1,32,11776,22,26,0,77,217379,2970733,16942487,0
47,0,0,0,1,92,1999,27,7,0,444,3976743,105090,35521262,1
64,0,0,0,1,40,22402,14,15,1,405,3986356,1591519,34749107,0
37,1,0,1,1,28,9621,3,29,0,125,4273754,1765007,9547740,0
1,0,0,1,0,37,12999,7,5,0,777,1391409,1180457,29334753,0
5,0,0,1,1,98,9053,30,0,1,511,2984422,1663812,19372365,0
45,1,1,1,1,41,7495,30,15,0,631,4696849,388766,1987250,0
49,1,1,1,1,17,13639,27,0,0,796,2401394,1621793,46957704,1
37,1,0,1,1,20,21955,30,19,1,967,1169708,433527,27576234,0
87,0,1,1,1,47,6319,25,30,1,210,3036644,710797,5457557,0
17,0,0,1,1,77,21965,2,15,0,498,2407592,1230560,44316169,1
26,0,0,1,1,54,6298,6,26,1,509,445849,2430732,46779660,0
40,0,0,1,0,17,10771,6,21,0,170,4983269,1645399,18218420,0
71,1,0,1,1,75,18908,14,3,1,801,3923635,193717,5472830,0
91,0,1,0,1,39,20148,19,26,0,302,1455427,2134014,38189919,1
73,0,0,1,1,94,11562,16,24,0,832,1332350,1358786,8678202,0
16,0,1,0,1,77,7214,27,1,1,407,1133036,248562,33648968,1
61,0,1,1,1,39,20901,9,13,0,437,4096483,1326691,49416185,0
28,1,0,1,1,28,8587,15,5,1,577,3696952,2983118,4357310,0
57,0,0,1,1,89,15287,15,22,1,823,1058680,2149171,30391656,0
69,0,0,1,1,57,19887,25,19,0,423,820322,2445358,43749993,0
77,0,0,0,1,90,4143,21,11,1,192,2958981,56037,15951209,0
21,0,0,1,1,43,15902,14,4,0,634,4824888,153648,35970695,0
5,0,0,1,1,23,23779,25,13,1,723,4154165,2740407,49258785,0
25,0,0,1,1,48,19508,27,4,1,403,1985954,2337507,27733237,0
38,0,1,1,1,50,2175,27,17,0,4,595483,153598,49148674,1
11,1,0,1,1,49,19047,11,29,1,7,587285,616100,22309517,0
98,0,0,1,0,36,207,6,15,1,413,2985634,320130,20236616,0
13,0,0,1,1,9,9707,2,20,1,624,1449978,2866544,4124787,0
21,0,0,0,1,80,22788,27,15,0,487,115302,2989768,3867536,1
50,0,0,1,1,10,9218,20,9,1,843,347436,131064,19857497,0
22,0,0,1,1,86,2525,23,10,1,605,2693368,1014351,38141819,0
47,0,0,1,1,11,15960,22,20,1,253,4339016,1644926,39201902,0
70,0,0,0,1,87,7680,1,4,0,776,3975246,2746056,48205769,0
49,1,0,0,1,19,24689,3,3,0,301,1796864,2497591,40173956,0
88,1,0,1,0,77,18426,22,25,1,457,1119964,1363339,32306006,1
12,1,0,1,1,24,16032,29,19,1,261,1024888,1167047,28103368,1
84,0,0,1,1,63,17651,26,28,1,991,2657032,788880,17945794,0
9,0,0,1,0,88,22610,24,6,1,575,1580680,1325081,26311666,1
54,1,0,1,1,8,15732,22,5,1,330,875523,1259039,31009018,0
8,0,1,1,1,78,5291,7,14,0,171,1630736,76500,8094226,1
78,1,0,0,1,44,5028,9,26,0,600,174188,1647267,13128142,0
51,0,0,1,1,69,16730,11,14,0,145,1319173,1150343,34074394,0
1,0,0,1,1,39,5618,11,23,1,239,70378,695562,44182664,0
24,1,0,1,1,92,14037,8,16,1,843,786520,643428,24365531,0
12,1,0,0,1,48,4302,10,9,1,546,4151740,213985,47175545,0
97,1,0,1,0,11,17388,12,17,0,856,690286,2888467,28446073,0
50,1,0,1,1,26,11503,30,10,0,776,1556115,1681101,19403325,0
57,0,0,1,1,27,16368,0,26,1,249,4148767,587997,20779291,0
33,0,0,1,1,69,109,2,17,0,428,1266894,2130859,9612665,1
34,1,0,1,1,92,14951,21,1,1,487,4976102,2522708,12860695,0
2,0,1,1,1,24,18504,23,2,1,408,2826677,1352271,49732069,0
58,0,0,1,1,36,17414,10,5,1,130,1963904,2075991,5285859,0
69,0,1,1,1,99,20171,29,2,1,904,1915704,1855702,7116446,0
47,0,0,1,0,40,2341,14,6,1,799,2934519,1024024,41837120,0
63,0,0,1,1,22,16158,6,2,0,111,2047171,2171320,25115709,0
18,0,0,1,1,37,17269,27,14,0,300,1434512,587398,8151021,0
66,1,0,1,0,73,24567,15,12,0,931,4469817,61220,28828727,1
81,0,0,0,1,86,13920,5,5,0,570,1276011,2605303,20778926,0
72,0,0,0,1,13,7315,19,1,0,768,4667615,1937609,25233187,0
75,0,0,0,0,46,14883,23,1,1,4,3518490,1497623,41097237,0
4,0,0,1,1,99,13611,9,18,0,716,192440,58642,1873039,1
66,0,0,1,1,75,5899,3,27,0,119,1264798,2665620,30972765,0
10,0,0,1,1,83,1000,5,7,0,359,981128,2898917,9167017,0
93,0,0,1,1,8,18868,29,8,1,80,3217535,2761203,9604848,0
67,0,0,1,1,50,13048,11,1,1,22,4401446,1365827,18607846,0
68,0,0,1,1,76,16436,2,6,0,209,1375523,2469056,29660264,0
0,0,0,1,1,28,2045,27,30,1,985,4560213,589544,12364596,0
90,0,0,1,1,76,19773,11,28,0,499,3769371,1607023,4316139,0
91,0,0,0,0,73,9847,22,16,1,186,3557912,2321161,11507954,1
62,0,0,1,1,27,4252,15,14,1,783,1231478,494751,10697097,0
28,0,0,1,1,59,12199,11,3,1,660,1519071,585666,25915350,0
81,1,0,1,0,19,21306,14,21,1,287,4541472,2138944,42544714,0
11,0,0,0,1,55,18822,21,22,0,242,4772785,2328119,40566993,1
76,1,0,0,1,54,9928,22,12,1,325,3841096,1504039,41780303,0
40,0,0,1,1,51,19581,30,2,1,734,4720148,2499008,16351978,0
1,1,1,1,0,87,3750,20,11,1,182,836167,2959149,12269454,1
36,0,0,0,1,29,17237,20,2,0,699,4882419,147863,49651135,0
44,1,0,1,0,43,15313,17,28,1,758,3600526,2076833,25910865,0
79,0,0,0,1,72,19672,15,20,0,254,753973,1596259,47875843,1
47,0,0,1,1,50,17470,5,18,1,219,1497791,543742,7589659,0
23,0,0,1,1,76,7275,16,8,1,430,960586,1768844,15071491,0
98,0,0,0,0,97,22462,22,15,1,398,4784054,1141756,9604575,1
21,1,0,1,1,17,23194,2,17,1,977,4216975,2853114,42293679,0
99,0,1,1,1,42,23294,17,25,1,990,4725674,1669334,36681549,0
10,1,0,1,1,40,18689,10,29,1,878,2134703,1381909,13495811,0
57,0,0,0,1,41,19291,22,28,0,132,3676789,2323063,22528004,1
45,0,0,1,1,46,3937,24,15,1,490,965337,394666,28330688,0
28,0,0,1,1,99,7509,16,11,1,196,4396913,1208604,40972751,0
34,0,0,1,1,23,11210,5,6,1,579,906312,1685488,31022397,0
14,0,0,0,1,41,19501,23,22,1,263,3981871,2334291,6440797,0
59,1,0,1,1,93,23758,17,18,0,884,3197087,1018437,12052475,1
94,1,0,1,1,69,2241,4,23,1,295,2526955,1799262,33584499,0
41,1,0,1,1,89,8268,30,11,1,739,3066224,287735,31687056,0
42,0,0,0,1,43,2090,15,10,1,845,4627108,2969301,39616083,0
79,0,0,0,0,30,5296,28,11,1,292,3687464,1224865,42332009,0
73,0,0,1,1,46,23235,28,29,1,51,2649124,2798818,1287059,0
48,0,0,0,1,66,9749,27,30,1,292,4480190,444549,28587119,1
63,1,0,1,1,57,17662,19,18,1,111,2724319,799792,23075743,0
31,0,0,1,1,71,4701,9,20,0,732,4788276,1533145,27664756,0
63,0,1,0,1,54,24529,27,16,1,500,3408156,22633,13558751,0
1,0,0,1,0,73,6772,15,14,1,288,4992019,6177,47160160,0
23,0,1,1,1,33,24086,2,9,1,748,1270047,1091966,6350272,0
86,1,0,0,1,6,18268,9,3,1,206,3683964,2454252,15499631,0
65,0,0,1,0,22,611,23,29,0,420,408910,1694893,45132927,0
37,0,0,1,1,64,22653,17,17,0,675,104134,1646217,11925177,1
30,1,0,0,1,18,7054,15,27,1,635,1586466,817124,3033421,0
25,0,0,1,1,44,12403,16,12,1,358,1356517,1127398,45852780,0
28,0,0,1,1,68,21174,16,29,1,128,2028376,2041300,47852330,0
66,0,1,1,1,34,23906,9,4,1,303,4093631,999175,45904228,0
77,0,0,1,1,33,2592,4,19,1,316,1418902,2776975,6502646,0
24,0,1,1,1,33,11052,24,19,1,965,486625,2859280,5676844,0
47,1,0,1,1,23,105,3,3,1,512,2581099,1759511,8100745,0
64,0,1,1,1,94,15679,14,29,1,390,162606,2483305,28881967,0
52,0,0,0,1,62,20614,15,15,1,908,4591917,1877262,17110968,0
66,1,0,1,1,44,8435,22,20,1,935,1252750,2790212,16056312,0
89,1,0,1,1,13,12986,17,24,0,116,2783676,1849887,19224716,0
17,0,1,0,1,81,4687,18,24,0,190,4752878,1725024,36995138,1
8,0,0,0,1,35,13527,9,19,0,363,27112,460057,36630567,0
37,0,0,1,1,82,16174,10,26,1,505,4806254,125241,9080260,0
86,0,0,1,1,99,23168,8,8,1,177,874270,872213,4711716,0
20,0,0,1,0,19,24607,4,23,0,12,3466337,532434,9789742,0
64,0,0,1,1,38,19202,5,28,1,584,22829,945888,18890006,0
20,0,0,1,1,66,1245,2,20,1,621,1309089,2277061,10060284,0
26,0,0,1,1,78,15249,12,23,0,850,1769691,2699800,18926960,0
69,0,1,1,1,61,8197,5,29,1,371,4635883,166948,49929376,0
43,0,0,0,1,25,18916,10,28,1,658,1923140,158344,45885642,0
99,0,0,0,0,58,15042,28,6,1,842,3563561,2087771,2981537,0
27,0,1,1,1,93,13817,15,17,1,198,3635123,879482,39044744,0
44,0,0,1,1,41,13136,10,9,1,773,1327950,2225886,4020816,0
16,0,0,0,1,44,23744,9,14,1,109,1760030,873717,7629155,0
39,0,0,0,1,24,16946,15,28,1,87,2355524,1978351,35793380,0
2,0,1,0,1,75,18981,23,23,0,89,2895971,144081,9091070,1
75,0,0,1,1,22,7976,13,8,1,775,1179998,1530600,39104892,0
75,1,0,1,1,48,7710,15,17,1,811,4078020,2607710,32280249,0
65,1,1,0,1,60,21587,25,10,1,889,745515,840118,24003725,0
45,0,0,1,1,94,24621,16,11,1,301,853923,1634586,47333511,0
85,1,1,0,1,21,22486,25,1,1,709,4222541,1196837,5246639,1
86,0,0,1,1,46,4075,23,25,1,799,1864659,122215,24208399,0
29,0,0,0,1,75,8732,7,8,0,382,705890,252542,21526821,0
68,1,0,1,1,32,15384,22,16,1,659,2386375,2298411,22614220,0
8,0,0,1,1,25,13943,3,2,0,627,812951,1361112,21949928,0
84,0,0,1,1,41,10373,16,13,0,484,4880723,662473,26942834,0
10,0,0,0,1,27,13626,9,2,1,556,3664555,1931050,14581065,0
68,0,1,1,1,52,3099,1,5,0,114,1379465,326528,9167455,0
98,0,0,1,1,63,6237,11,10,0,291,1986755,491599,12455672,0
90,0,1,1,1,78,4810,28,22,1,683,3309014,2942517,17539682,0
65,0,0,0,1,56,927,25,2,1,249,4932065,478874,46749182,0
87,0,0,1,1,21,11461,18,14,1,128,4471870,335821,28311096,0
30,0,1,1,1,42,14713,20,7,1,585,4283085,40477,40978952,0
32,1,0,1,1,5,24283,18,1,1,892,2582330,461355,24797086,0
38,1,1,1,1,79,22931,30,10,0,728,1062562,59941,47523389,1
93,0,0,1,0,37,2077,29,13,1,146,3968962,2000524,4788610,0
45,0,0,1,1,99,14084,28,2,0,829,1574290,1374953,1515912,0
36,1,0,0,1,48,2414,7,28,1,684,3711578,1432227,19365376,0
91,0,0,1,1,92,23711,5,9,1,841,3524002,1453056,2217712,0
59,0,0,1,1,24,8973,18,17,1,181,3021619,140401,48666186,0
30,0,0,0,1,51,13916,17,17,1,824,1257460,216754,14220240,0
10,1,0,0,1,73,19267,13,11,1,102,1842518,845658,48151196,1
86,0,0,0,1,46,14403,2,26,1,802,762088,1798163,33955701,0
1,0,0,1,1,30,15423,17,21,1,673,1790100,1782162,16628076,0
26,0,0,1,1,53,24101,27,18,0,772,2438261,467912,1014175,0
98,0,0,1,1,75,21874,18,18,0,724,2283925,1487290,3617327,0
1,0,0,1,1,95,17110,24,8,1,407,2479180,1583828,43903355,0
100,0,0,1,1,22,9282,14,0,0,306,1569503,1095157,18911220,0
20,0,0,0,0,99,20553,15,24,0,932,3355873,377005,24137018,1
57,0,0,1,1,13,15973,16,11,0,730,4951062,553438,27844726,0
4,0,1,1,1,70,6439,2,26,1,959,824994,329874,33856637,1
